label,model,EbN0_dB,blocks,block_errors,BLER,BLER_CI95_low,BLER_CI95_high,bit_errors_info,BER,avg_iterations,avg_iteration_se,avg_success_iterations,max_iterations_observed,fraction_reaching_max_iterations,undetected_errors,syndrome_pass_count,convergence_failures,channel_saturation_count,q_sub_saturation_count,min_input_clip_count,app_add_saturation_count,saturation_block_fraction,saturation_events_per_block,saturation_error_blocks,saturation_clean_blocks,saturation_error_events,saturation_clean_events,expected_core_cycles,worst_configured_core_cycles,stage,profile,candidate,w_CH,w_APP,w_q,w_M,channel_gain,beta,beta_equiv,layer_order,requested_stop_errors,requested_stop_blocks,requested_stop_completed,iteration_boundary_cycles
B_g3.0_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,215,0.0063624527,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35734,0,0,0,1.000000,8933.500000,4,0,35734,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,3.0,2,0.666667,0-2-1-3,200,4,True,71
B_g3.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,358,0.0105942235,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35734,0,0,0,1.000000,8933.500000,4,0,35734,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,3.0,3,1.000000,0-2-1-3,200,4,True,71
B_g3.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,283,0.0083747633,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35734,0,0,0,1.000000,8933.500000,4,0,35734,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,3.0,4,1.333333,0-2-1-3,200,4,True,71
B_g3.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,272,0.0080492424,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35734,0,0,0,1.000000,8933.500000,4,0,35734,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,3.0,5,1.666667,0-2-1-3,200,4,True,71
B_g3.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,263,0.0077829072,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35734,0,0,0,1.000000,8933.500000,4,0,35734,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,3.0,6,2.000000,0-2-1-3,200,4,True,71
B_g3.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,230,0.0068063447,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35734,0,0,0,1.000000,8933.500000,4,0,35734,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,3.0,7,2.333333,0-2-1-3,200,4,True,71
B_g4.0_b0,fixed,4.9,4,3,0.75000000,0.30064184,0.95441274,256,0.0075757576,11.750000,0.250000,11.000000,12,0.750000,0,1,3,36077,0,74,0,1.000000,9037.750000,3,1,27064,9087,834.250,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,0,0.000000,0-2-1-3,200,4,True,71
B_g4.0_b1,fixed,4.9,4,1,0.25000000,0.04558726,0.69935816,49,0.0014500473,10.500000,0.957427,9.000000,12,0.500000,0,2,2,36077,0,68,0,1.000000,9036.250000,1,3,9017,27128,745.500,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,1,0.250000,0-2-1-3,200,4,True,71
B_g4.0_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,306,0.0090553977,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36077,0,0,0,1.000000,9019.250000,4,0,36077,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,2,0.500000,0-2-1-3,200,4,True,71
B_g4.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,410,0.0121330492,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36077,0,0,0,1.000000,9019.250000,4,0,36077,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,3,0.750000,0-2-1-3,200,4,True,71
B_g4.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,311,0.0092033617,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36077,0,0,0,1.000000,9019.250000,4,0,36077,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,4,1.000000,0-2-1-3,200,4,True,71
B_g4.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,297,0.0087890625,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36077,0,0,0,1.000000,9019.250000,4,0,36077,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,5,1.250000,0-2-1-3,200,4,True,71
B_g4.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,287,0.0084931345,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36077,0,0,0,1.000000,9019.250000,4,0,36077,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,6,1.500000,0-2-1-3,200,4,True,71
B_g4.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,240,0.0071022727,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36077,0,0,0,1.000000,9019.250000,4,0,36077,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,4.0,7,1.750000,0-2-1-3,200,4,True,71
B_g6.0_b0,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,450,0.0133167614,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,0,0.000000,0-2-1-3,200,4,True,71
B_g6.0_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,218,0.0064512311,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,1,0.166667,0-2-1-3,200,4,True,71
B_g6.0_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,379,0.0112156723,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,2,0.333333,0-2-1-3,200,4,True,71
B_g6.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,456,0.0134943182,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,3,0.500000,0-2-1-3,200,4,True,71
B_g6.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,362,0.0107125947,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,4,0.666667,0-2-1-3,200,4,True,71
B_g6.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,348,0.0102982955,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,5,0.833333,0-2-1-3,200,4,True,71
B_g6.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,325,0.0096176610,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,6,1.000000,0-2-1-3,200,4,True,71
B_g6.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,251,0.0074277936,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36339,0,0,0,1.000000,9084.750000,4,0,36339,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,6.0,7,1.166667,0-2-1-3,200,4,True,71
B_g8.0_b0,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,515,0.0152402936,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,0,0.000000,0-2-1-3,200,4,True,71
B_g8.0_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,367,0.0108605587,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,1,0.125000,0-2-1-3,200,4,True,71
B_g8.0_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,459,0.0135830966,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,2,0.250000,0-2-1-3,200,4,True,71
B_g8.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,496,0.0146780303,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,3,0.375000,0-2-1-3,200,4,True,71
B_g8.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,381,0.0112748580,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,4,0.500000,0-2-1-3,200,4,True,71
B_g8.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,370,0.0109493371,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,5,0.625000,0-2-1-3,200,4,True,71
B_g8.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,361,0.0106830019,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,6,0.750000,0-2-1-3,200,4,True,71
B_g8.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,254,0.0075165720,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36478,0,0,0,1.000000,9119.500000,4,0,36478,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,B,4,7,7,5,8.0,7,0.875000,0-2-1-3,200,4,True,71
C_g0.5_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.750000,0.250000,4.750000,5,0.000000,0,4,0,2,0,0,0,0.250000,0.500000,0,1,0,2,337.250,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,0,0.000000,0-2-1-3,200,4,True,71
C_g0.5_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,158,0.0046756629,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,1,2.000000,0-2-1-3,200,4,True,71
C_g0.5_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,2,4.000000,0-2-1-3,200,4,True,71
C_g0.5_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,3,6.000000,0-2-1-3,200,4,True,71
C_g0.5_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,4,8.000000,0-2-1-3,200,4,True,71
C_g0.5_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,5,10.000000,0-2-1-3,200,4,True,71
C_g0.5_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,6,12.000000,0-2-1-3,200,4,True,71
C_g0.5_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.5,7,14.000000,0-2-1-3,200,4,True,71
C_g0.595_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.288675,4.500000,5,0.000000,0,4,0,33,0,0,0,1.000000,8.250000,0,4,0,33,319.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,0,0.000000,0-2-1-3,200,4,True,71
C_g0.595_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,1,1.680672,0-2-1-3,200,4,True,71
C_g0.595_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,151,0.0044685133,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,2,3.361345,0-2-1-3,200,4,True,71
C_g0.595_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,3,5.042017,0-2-1-3,200,4,True,71
C_g0.595_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,4,6.722689,0-2-1-3,200,4,True,71
C_g0.595_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,5,8.403361,0-2-1-3,200,4,True,71
C_g0.595_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,6,10.084034,0-2-1-3,200,4,True,71
C_g0.595_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.595,7,11.764706,0-2-1-3,200,4,True,71
C_g0.697_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,419,0,0,0,1.000000,104.750000,0,4,0,419,301.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,0,0.000000,0-2-1-3,200,4,True,71
C_g0.697_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,187,0.0055338542,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,1,1.434720,0-2-1-3,200,4,True,71
C_g0.697_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,169,0.0050011837,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,2,2.869440,0-2-1-3,200,4,True,71
C_g0.697_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,161,0.0047644413,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,3,4.304161,0-2-1-3,200,4,True,71
C_g0.697_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,161,0.0047644413,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,4,5.738881,0-2-1-3,200,4,True,71
C_g0.697_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,161,0.0047644413,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,5,7.173601,0-2-1-3,200,4,True,71
C_g0.697_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,161,0.0047644413,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,6,8.608321,0-2-1-3,200,4,True,71
C_g0.697_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,161,0.0047644413,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.697,7,10.043042,0-2-1-3,200,4,True,71
C_g0.75_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.288675,4.500000,5,0.000000,0,4,0,934,0,0,4,1.000000,234.500000,0,4,0,938,319.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,0,0.000000,0-2-1-3,200,4,True,71
C_g0.75_b1,fixed,4.9,4,3,0.75000000,0.30064184,0.95441274,76,0.0022490530,11.500000,0.500000,10.000000,12,0.750000,0,1,3,934,0,0,0,1.000000,233.500000,3,1,707,227,816.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,1,1.333333,0-2-1-3,200,4,True,71
C_g0.75_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,180,0.0053267045,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,2,2.666667,0-2-1-3,200,4,True,71
C_g0.75_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,167,0.0049419981,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,3,4.000000,0-2-1-3,200,4,True,71
C_g0.75_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,4,5.333333,0-2-1-3,200,4,True,71
C_g0.75_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,5,6.666667,0-2-1-3,200,4,True,71
C_g0.75_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,6,8.000000,0-2-1-3,200,4,True,71
C_g0.75_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,166,0.0049124053,12.000000,0.000000,0.000000,12,1.000000,0,0,4,934,0,0,0,1.000000,233.500000,4,0,934,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.75,7,9.333333,0-2-1-3,200,4,True,71
C_g0.817_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.288675,4.500000,5,0.000000,0,4,0,2018,0,0,183,1.000000,550.250000,0,4,0,2201,319.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,0,0.000000,0-2-1-3,200,4,True,71
C_g0.817_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,9.500000,0.645497,9.500000,11,0.000000,0,4,0,2018,0,0,0,1.000000,504.500000,0,4,0,2018,674.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,1,1.223990,0-2-1-3,200,4,True,71
C_g0.817_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,195,0.0057705966,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,2,2.447980,0-2-1-3,200,4,True,71
C_g0.817_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,175,0.0051787405,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,3,3.671971,0-2-1-3,200,4,True,71
C_g0.817_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,4,4.895961,0-2-1-3,200,4,True,71
C_g0.817_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,5,6.119951,0-2-1-3,200,4,True,71
C_g0.817_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,6,7.343941,0-2-1-3,200,4,True,71
C_g0.817_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,173,0.0051195549,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2018,0,0,0,1.000000,504.500000,4,0,2018,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.817,7,8.567931,0-2-1-3,200,4,True,71
C_g0.9_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.500000,4.500000,6,0.000000,0,4,0,4002,0,0,471,1.000000,1118.250000,0,4,0,4473,319.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,0,0.000000,0-2-1-3,200,4,True,71
C_g0.9_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,7.000000,0.408248,7.000000,8,0.000000,0,4,0,4002,0,0,0,1.000000,1000.500000,0,4,0,4002,497.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,1,1.111111,0-2-1-3,200,4,True,71
C_g0.9_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,212,0.0062736742,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,2,2.222222,0-2-1-3,200,4,True,71
C_g0.9_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,183,0.0054154830,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,3,3.333333,0-2-1-3,200,4,True,71
C_g0.9_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,4,4.444444,0-2-1-3,200,4,True,71
C_g0.9_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,5,5.555556,0-2-1-3,200,4,True,71
C_g0.9_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,6,6.666667,0-2-1-3,200,4,True,71
C_g0.9_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,179,0.0052971117,12.000000,0.000000,0.000000,12,1.000000,0,0,4,4002,0,0,0,1.000000,1000.500000,4,0,4002,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,0.9,7,7.777778,0-2-1-3,200,4,True,71
C_g1.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,7019,0,0,1,1.000000,1755.000000,0,4,0,7020,301.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,0,0.000000,0-2-1-3,200,4,True,71
C_g1.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.000000,0.408248,6.000000,7,0.000000,0,4,0,7019,0,0,1,1.000000,1755.000000,0,4,0,7020,426.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,1,1.000000,0-2-1-3,200,4,True,71
