label,model,EbN0_dB,blocks,block_errors,BLER,BLER_CI95_low,BLER_CI95_high,bit_errors_info,BER,avg_iterations,avg_iteration_se,avg_success_iterations,max_iterations_observed,fraction_reaching_max_iterations,undetected_errors,syndrome_pass_count,convergence_failures,channel_saturation_count,channel_quantizer_clip_count,app_init_saturation_count,q_sub_saturation_count,min_input_clip_count,check_magnitude_clip_count,app_add_saturation_count,app_update_saturation_count,saturation_block_fraction,saturation_events_per_block,saturation_error_blocks,saturation_clean_blocks,saturation_error_events,saturation_clean_events,expected_core_cycles,worst_configured_core_cycles,stage,profile,candidate,config_id,w_CH,w_APP,w_q,w_M,channel_gain,ch_to_app_shift,beta,beta_equiv,clip_fraction_at_4p4,layer_order,requested_stop_errors,requested_stop_blocks,requested_stop_completed,iteration_boundary_cycles
F_ch6_app8_q8_m6_g1.32_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,790,0.0058445786,8.687500,0.575317,7.583333,12,0.250000,0,12,4,170,170,0,0,1163,1163,0,0,1.000000,83.312500,4,12,37,1296,616.812,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s0_b0,6,8,8,6,1.32,0,0,0.000000,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s0_b1,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,74,0.0005474669,9.250000,0.487340,8.333333,12,0.250000,0,12,4,170,170,0,0,11901,11901,658,658,1.000000,795.562500,4,12,37,12692,656.750,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s0_b1,6,8,8,6,1.32,0,1,0.757576,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,781,0.0057779948,8.812500,0.607033,7.750000,12,0.250000,0,12,4,1574,1574,0,0,21780,21780,1220,1220,1.000000,1535.875000,4,12,420,24154,625.688,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s0_b0,6,8,8,6,1.542,0,0,0.000000,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,8.062500,0.451560,8.062500,11,0.000000,0,16,0,1574,1574,0,0,27715,27715,6127,6127,1.000000,2213.500000,0,16,0,35416,572.438,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s0_b1,6,8,8,6,1.542,0,1,0.648508,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s0_b2,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,1807,0.0133685488,12.000000,0.000000,0.000000,12,1.000000,0,0,16,1574,1574,0,0,0,0,0,0,1.000000,98.375000,16,0,1574,0,852.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s0_b2,6,8,8,6,1.542,0,2,1.297017,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,583,0.0043131510,8.625000,0.569173,7.500000,12,0.250000,0,12,4,8115,8115,0,0,52321,52321,3083,3083,1.000000,3969.937500,4,12,2054,61465,612.375,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s0_b0,6,8,8,6,1.821,0,0,0.000000,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.312500,0.361925,7.312500,10,0.000000,0,16,0,8115,8115,0,5,48835,48835,14796,14796,1.000000,4484.437500,0,16,0,71751,519.188,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s0_b1,6,8,8,6,1.821,0,1,0.549149,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s0_b2,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,1775,0.0131318063,12.000000,0.000000,0.000000,12,1.000000,0,0,16,8115,8115,0,0,0,0,0,0,1.000000,507.187500,16,0,8115,0,852.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s0_b2,6,8,8,6,1.821,0,2,1.098298,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s0_b0,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,489,0.0036177202,8.500000,0.584523,7.692308,12,0.250000,0,13,3,15997,15997,0,2,69759,69759,16072,16072,1.000000,6364.375000,3,13,3047,98783,603.500,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s0_b0,6,8,8,6,2.012,0,0,0.000000,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.000000,0.329140,7.000000,10,0.000000,0,16,0,15997,15997,0,5,75160,75160,18835,18835,1.000000,6874.812500,0,16,0,109997,497.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s0_b1,6,8,8,6,2.012,0,1,0.497018,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s0_b2,fixed,4.4,16,15,0.93750000,0.71671262,0.98888066,1402,0.0103722775,11.937500,0.062500,11.000000,12,0.937500,0,1,15,15997,15997,0,0,16,16,0,0,1.000000,1000.812500,15,1,15001,1012,847.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s0_b2,6,8,8,6,2.012,0,2,0.994036,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,464,0.0034327652,8.500000,0.598609,7.333333,12,0.250000,0,12,4,31902,31902,0,23,138550,138550,29214,29214,1.000000,12480.562500,4,12,9721,189968,603.500,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s0_b0,6,8,8,6,2.311,0,0,0.000000,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.687500,0.312500,6.687500,9,0.000000,0,16,0,31902,31902,0,16,86523,86523,21133,21133,1.000000,8723.375000,0,16,0,139574,474.812,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s0_b1,6,8,8,6,2.311,0,1,0.432713,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s0_b2,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,411,0.0030406605,10.875000,0.363719,10.000000,12,0.500000,0,9,7,31902,31902,0,0,15789,15789,72,72,1.000000,2985.187500,7,9,19431,28332,772.125,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s0_b2,6,8,8,6,2.311,0,2,0.865426,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s1_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,790,0.0058445786,8.687500,0.575317,7.583333,12,0.250000,0,12,4,170,170,0,16,253713,253713,38473,38473,1.000000,18273.250000,4,12,10384,281988,616.812,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s1_b0,6,8,8,6,1.32,1,0,0.000000,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s1_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.562500,0.328744,6.562500,9,0.000000,0,16,0,170,170,0,94,187850,187850,43963,43963,1.000000,14504.812500,0,16,0,232077,465.938,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s1_b1,6,8,8,6,1.32,1,1,0.378788,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s1_b2,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,74,0.0005474669,9.250000,0.487340,8.333333,12,0.250000,0,12,4,170,170,0,70,118936,118936,33845,33845,1.000000,9563.812500,4,12,8572,144449,656.750,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s1_b2,6,8,8,6,1.32,1,2,0.757576,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s1_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,781,0.0057779948,8.812500,0.607033,7.750000,12,0.250000,0,12,4,1574,1574,0,387,501235,501235,94748,94748,1.000000,37371.500000,4,12,48514,549430,625.688,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s1_b0,6,8,8,6,1.542,1,0,0.000000,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s1_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.625000,0.301040,6.625000,9,0.000000,0,16,0,1574,1574,0,195,376346,376346,77019,77019,1.000000,28445.875000,0,16,0,455134,470.375,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s1_b1,6,8,8,6,1.542,1,1,0.324254,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s1_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8028,0.0593927557,8.187500,0.501820,7.933333,12,0.062500,0,15,1,1574,1574,0,189,368255,368255,69322,69322,1.000000,27458.750000,1,15,118732,320608,581.312,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s1_b2,6,8,8,6,1.542,1,2,0.648508,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s1_b3,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,1287,0.0095214844,11.937500,0.062500,11.666667,12,0.937500,0,3,13,1574,1574,0,0,79587,79587,715,715,1.000000,5117.250000,13,3,30994,50882,847.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s1_b3,6,8,8,6,1.542,1,3,0.972763,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s1_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,583,0.0043131510,8.625000,0.569173,7.500000,12,0.250000,0,12,4,8115,8115,0,1333,876700,876700,200543,200543,1.000000,67918.187500,4,12,160249,926442,612.375,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s1_b0,6,8,8,6,1.821,1,0,0.000000,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s1_b1,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8162,0.0603841146,6.937500,0.503891,6.600000,12,0.062500,0,15,1,8115,8115,0,917,700826,700826,166664,166664,1.000000,54782.625000,1,15,140035,736487,492.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s1_b1,6,8,8,6,1.821,1,1,0.274574,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s1_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8091,0.0598588423,7.500000,0.456435,7.200000,12,0.062500,0,15,1,8115,8115,0,464,661300,661300,143266,143266,1.000000,50821.562500,1,15,135448,677697,532.500,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s1_b2,6,8,8,6,1.821,1,2,0.549149,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s1_b3,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,250,0.0018495502,10.312500,0.405368,9.545455,12,0.375000,0,11,5,8115,8115,0,186,567789,567789,99669,99669,1.000000,42234.937500,4,12,65865,609894,732.188,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s1_b3,6,8,8,6,1.821,1,3,0.823723,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s1_b0,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,489,0.0036177202,8.500000,0.584523,7.692308,12,0.250000,0,13,3,15997,15997,0,2266,1080616,1080616,195799,195799,1.000000,80917.375000,3,13,169450,1125228,603.500,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s1_b0,6,8,8,6,2.012,1,0,0.000000,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s1_b1,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8128,0.0601325758,6.875000,0.490535,6.533333,12,0.062500,0,15,1,15997,15997,0,1442,841073,841073,187136,187136,1.000000,65353.000000,1,15,144036,901612,488.125,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s1_b1,6,8,8,6,2.012,1,1,0.248509,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s1_b2,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.000000,0.329140,7.000000,10,0.000000,0,16,0,15997,15997,0,903,833754,833754,219331,219331,1.000000,66874.062500,0,16,0,1069985,497.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s1_b2,6,8,8,6,2.012,1,2,0.497018,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s1_b3,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,8098,0.0599106297,9.187500,0.518160,8.538462,12,0.312500,0,13,3,15997,15997,0,382,812556,812556,118174,118174,1.000000,59194.312500,3,13,244394,702715,652.312,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s1_b3,6,8,8,6,2.012,1,3,0.745527,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s1_b4,fixed,4.4,16,15,0.93750000,0.71671262,0.98888066,1402,0.0103722775,11.937500,0.062500,11.000000,12,0.937500,0,1,15,15997,15997,0,1,310115,310115,959,959,1.000000,20442.000000,15,1,278451,48621,847.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s1_b4,6,8,8,6,2.012,1,4,0.994036,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s1_b0,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,8551,0.0632620147,8.687500,0.637173,7.181818,12,0.312500,0,11,5,31902,31902,0,5645,1431449,1431449,289998,289998,1.000000,109937.125000,5,11,561980,1197014,616.812,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s1_b0,6,8,8,6,2.311,1,0,0.000000,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s1_b1,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8074,0.0597330729,7.000000,0.516398,6.666667,12,0.062500,0,15,1,31902,31902,0,2958,1102329,1102329,250099,250099,1.000000,86705.500000,1,15,160892,1226396,497.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s1_b1,6,8,8,6,2.311,1,1,0.216357,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s1_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8006,0.0592299953,6.937500,0.451560,6.600000,12,0.062500,0,15,1,31902,31902,0,1675,1018036,1018036,231161,231161,1.000000,80173.375000,1,15,149572,1133202,492.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s1_b2,6,8,8,6,2.311,1,2,0.432713,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s1_b3,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8114,0.0600290009,7.937500,0.451560,7.666667,12,0.062500,0,15,1,31902,31902,0,848,1014457,1014457,177651,177651,1.000000,76553.625000,1,15,154150,1070708,563.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s1_b3,6,8,8,6,2.311,1,3,0.649070,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s1_b4,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,411,0.0030406605,10.875000,0.363719,10.000000,12,0.500000,0,9,7,31902,31902,0,196,1024892,1024892,86553,86553,1.000000,71471.437500,7,9,437871,705672,772.125,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s1_b4,6,8,8,6,2.311,1,4,0.865426,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s2_b0,fixed,4.4,16,10,0.62500000,0.38641041,0.81518767,38606,0.2856149384,10.062500,0.679882,6.833333,12,0.625000,0,6,10,170,170,0,15887,2161530,2161530,369491,369491,1.000000,159192.375000,10,6,1724973,822105,714.438,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s2_b0,6,8,8,6,1.32,2,0,0.000000,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s2_b1,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,15816,0.1170099432,7.312500,0.589624,6.642857,12,0.125000,0,14,2,170,170,0,14537,1709556,1709556,385764,385764,1.000000,131876.687500,2,14,405587,1704440,519.188,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s2_b1,6,8,8,6,1.32,2,1,0.189394,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s2_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8094,0.0598810369,6.812500,0.467429,6.466667,12,0.062500,0,15,1,170,170,0,8209,1551890,1551890,338605,338605,1.000000,118679.625000,1,15,181180,1717694,483.688,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s2_b2,6,8,8,6,1.32,2,2,0.378788,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s2_b3,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8144,0.0602509470,7.437500,0.456150,7.133333,12,0.062500,0,15,1,170,170,0,6008,1640752,1640752,335284,335284,1.000000,123888.375000,1,15,186152,1796062,528.062,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s2_b3,6,8,8,6,1.32,2,3,0.568182,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.32_s2_b4,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,8153,0.0603175308,9.312500,0.505954,8.090909,12,0.312500,0,11,5,170,170,0,2302,1952579,1952579,199145,199145,1.000000,134637.250000,5,11,811140,1343056,661.188,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.32_s2_b4,6,8,8,6,1.32,2,4,0.757576,0.001000,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s2_b0,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,33951,0.2511763139,10.750000,0.673919,5.333333,12,0.812500,0,3,13,1574,1574,0,32060,2525464,2525464,374825,374825,1.000000,183370.187500,13,3,2550692,383231,763.250,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s2_b0,6,8,8,6,1.542,2,0,0.000000,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s2_b1,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,20216,0.1495620265,7.625000,0.670044,6.615385,12,0.187500,0,13,3,1574,1574,0,32677,2041023,2041023,485188,485188,1.000000,160028.875000,3,13,622809,1937653,541.375,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s2_b1,6,8,8,6,1.542,2,1,0.162127,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s2_b2,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8155,0.0603323272,6.875000,0.446047,6.533333,12,0.062500,0,15,1,1574,1574,0,23688,1930106,1930106,514484,514484,1.000000,154365.750000,1,15,204238,2265614,488.125,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s2_b2,6,8,8,6,1.542,2,2,0.324254,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s2_b3,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8035,0.0594445431,7.125000,0.473242,6.800000,12,0.062500,0,15,1,1574,1574,0,18224,1957797,1957797,493801,493801,1.000000,154462.250000,1,15,203098,2268298,505.875,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s2_b3,6,8,8,6,1.542,2,3,0.486381,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s2_b4,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7997,0.0591634115,8.187500,0.501820,7.933333,12,0.062500,0,15,1,1574,1574,0,11524,2268166,2268166,487369,487369,1.000000,173039.562500,1,15,225516,2543117,581.312,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s2_b4,6,8,8,6,1.542,2,4,0.648508,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.542_s2_b5,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,7773,0.0575062145,9.937500,0.432712,9.000000,12,0.312500,0,11,5,1574,1574,0,8234,2586106,2586106,381745,381745,1.000000,186103.687500,5,11,979204,1998455,705.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.542_s2_b5,6,8,8,6,1.542,2,5,0.810636,0.009968,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s2_b0,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,27448,0.2030658144,12.000000,0.000000,0.000000,12,1.000000,0,0,16,8115,8115,0,56276,2707132,2707132,396461,396461,1.000000,197999.000000,16,0,3167984,0,852.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s2_b0,6,8,8,6,1.821,2,0,0.000000,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s2_b1,fixed,4.4,16,12,0.75000000,0.50501683,0.89817933,51136,0.3783143939,10.437500,0.701004,5.750000,12,0.750000,0,4,12,8115,8115,0,62817,2407355,2407355,564233,564233,1.000000,190157.500000,12,4,2418615,623905,741.062,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s2_b1,6,8,8,6,1.821,2,1,0.137287,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s2_b2,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,42903,0.3174050071,8.500000,0.816497,5.777778,12,0.437500,0,9,7,8115,8115,0,50866,2236846,2236846,619352,619352,1.000000,182198.687500,7,9,1493932,1421247,603.500,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s2_b2,6,8,8,6,1.821,2,2,0.274574,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s2_b3,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,35502,0.2626509233,7.875000,0.746520,6.000000,12,0.312500,0,11,5,8115,8115,0,42485,2245430,2245430,649357,649357,1.000000,184086.687500,5,11,1161434,1783953,559.125,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s2_b3,6,8,8,6,1.821,2,3,0.411862,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s2_b4,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7958,0.0588748816,7.500000,0.456435,7.200000,12,0.062500,0,15,1,8115,8115,0,29278,2404249,2404249,681610,681610,1.000000,195203.250000,1,15,226334,2896918,532.500,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s2_b4,6,8,8,6,1.821,2,4,0.549149,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s2_b5,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,7949,0.0588082978,8.375000,0.473242,8.133333,12,0.062500,0,15,1,8115,8115,0,27222,2631531,2631531,661350,661350,1.000000,208013.625000,1,15,244077,3084141,594.625,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s2_b5,6,8,8,6,1.821,2,5,0.686436,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g1.821_s2_b6,fixed,4.4,16,5,0.31250000,0.14164644,0.55595644,3925,0.0290379380,10.312500,0.405368,9.545455,12,0.375000,0,11,5,8115,8115,0,17829,3201436,3201436,573123,573123,1.000000,237531.437500,5,11,1192666,2607837,732.188,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g1.821_s2_b6,6,8,8,6,1.821,2,6,0.823723,0.050018,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s2_b0,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,15160,0.1121567235,12.000000,0.000000,0.000000,12,1.000000,0,0,16,15997,15997,0,67293,2750880,2750880,362820,362820,1.000000,199811.875000,16,0,3196990,0,852.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b0,6,8,8,6,2.012,2,0,0.000000,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s2_b1,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,30330,0.2243874290,10.750000,0.673919,5.333333,12,0.812500,0,3,13,15997,15997,0,79491,2503684,2503684,555133,555133,1.000000,197144.062500,13,3,2690644,463661,763.250,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b1,6,8,8,6,2.012,2,1,0.124254,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s2_b2,fixed,4.4,16,10,0.62500000,0.38641041,0.81518767,38693,0.2862585819,9.562500,0.821425,5.500000,12,0.625000,0,6,10,15997,15997,0,67026,2317738,2317738,612122,612122,1.000000,188305.187500,10,6,2044362,968521,678.938,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b2,6,8,8,6,2.012,2,2,0.248509,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s2_b3,fixed,4.4,16,9,0.56250000,0.33178556,0.76901348,60786,0.4497070312,9.250000,0.808806,5.714286,12,0.562500,0,7,9,15997,15997,0,61248,2405139,2405139,731279,731279,1.000000,200853.937500,9,7,2025457,1188206,656.750,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b3,6,8,8,6,2.012,2,3,0.372763,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s2_b4,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,21374,0.1581291430,7.562500,0.584300,6.538462,12,0.187500,0,13,3,15997,15997,0,42141,2454407,2454407,735241,735241,1.000000,202986.625000,3,13,765455,2482331,536.938,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b4,6,8,8,6,2.012,2,4,0.497018,0.100048,0-2-1-3,200,16,True,71
