label,model,EbN0_dB,blocks,block_errors,BLER,BLER_CI95_low,BLER_CI95_high,bit_errors_info,BER,avg_iterations,avg_iteration_se,avg_success_iterations,max_iterations_observed,fraction_reaching_max_iterations,undetected_errors,syndrome_pass_count,convergence_failures,channel_saturation_count,channel_quantizer_clip_count,app_init_saturation_count,q_sub_saturation_count,min_input_clip_count,check_magnitude_clip_count,app_add_saturation_count,app_update_saturation_count,saturation_block_fraction,saturation_events_per_block,saturation_error_blocks,saturation_clean_blocks,saturation_error_events,saturation_clean_events,expected_core_cycles,worst_configured_core_cycles,stage,profile,candidate,config_id,w_CH,w_APP,w_q,w_M,channel_gain,ch_to_app_shift,beta,beta_equiv,clip_fraction_at_4p4,layer_order,requested_stop_errors,requested_stop_blocks,requested_stop_completed,iteration_boundary_cycles
F_ch6_app8_q8_m6_g2.012_s2_b5,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,14100,0.1043146307,8.000000,0.508265,7.428571,12,0.125000,0,14,2,15997,15997,0,43067,2650336,2650336,790956,790956,1.000000,218772.250000,2,14,520661,2979695,568.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b5,6,8,8,6,2.012,2,5,0.621272,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s2_b6,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,14584,0.1078953598,9.312500,0.545579,8.416667,12,0.375000,0,12,4,15997,15997,0,33956,3088342,3088342,775465,775465,1.000000,244610.000000,4,12,1138936,2774824,661.188,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b6,6,8,8,6,2.012,2,6,0.745527,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.012_s2_b7,fixed,4.4,16,6,0.37500000,0.18481233,0.61358959,444,0.0032848011,10.937500,0.335022,10.111111,12,0.500000,0,9,7,15997,15997,0,24411,3598786,3598786,624731,624731,1.000000,266495.312500,6,10,1561658,2702267,776.562,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.012_s2_b7,6,8,8,6,2.012,2,7,0.869781,0.100048,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b0,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,12582,0.0930841619,12.000000,0.000000,0.000000,12,1.000000,0,0,16,31902,31902,0,80991,2803082,2803082,357946,357946,1.000000,204620.062500,16,0,3273921,0,852.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b0,6,8,8,6,2.311,2,0,0.000000,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b1,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,22914,0.1695223722,12.000000,0.000000,0.000000,12,1.000000,0,0,16,31902,31902,0,94612,2610285,2610285,473229,473229,1.000000,200626.750000,16,0,3210028,0,852.000,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b1,6,8,8,6,2.311,2,1,0.108178,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b2,fixed,4.4,16,15,0.93750000,0.71671262,0.98888066,41363,0.3060117779,11.562500,0.437500,5.000000,12,0.937500,0,1,15,31902,31902,0,86396,2478844,2478844,581752,581752,1.000000,198680.875000,15,1,3017808,161086,820.938,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b2,6,8,8,6,2.311,2,2,0.216357,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b3,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,55085,0.4075298887,10.875000,0.625000,6.000000,12,0.812500,0,3,13,31902,31902,0,83554,2479700,2479700,690097,690097,1.000000,205328.312500,13,3,2712424,572829,772.125,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b3,6,8,8,6,2.311,2,3,0.324535,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b4,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,35399,0.2618889086,8.562500,0.800878,5.888889,12,0.437500,0,9,7,31902,31902,0,62394,2457476,2457476,718841,718841,1.000000,204413.312500,7,9,1609546,1661067,607.938,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b4,6,8,8,6,2.311,2,4,0.432713,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b5,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,40927,0.3027861624,8.750000,0.750000,6.222222,12,0.437500,0,9,7,31902,31902,0,63534,2612122,2612122,802308,802308,1.000000,219366.625000,7,9,1752641,1757225,621.250,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b5,6,8,8,6,2.311,2,5,0.540891,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b6,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,26411,0.1953938802,8.562500,0.605315,7.416667,12,0.250000,0,12,4,31902,31902,0,53339,2849270,2849270,831481,831481,1.000000,235374.500000,4,12,1073034,2692958,607.938,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b6,6,8,8,6,2.311,2,6,0.649070,0.199943,0-2-1-3,200,16,True,71
F_ch6_app8_q8_m6_g2.311_s2_b7,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,13295,0.0983590791,9.500000,0.524404,8.666667,12,0.375000,0,12,4,31902,31902,0,51694,3354582,3354582,896901,896901,1.000000,270942.437500,4,12,1213369,3121710,674.500,852,screening_4p4,BG1_first4_high_rate,F,F_ch6_app8_q8_m6_g2.311_s2_b7,6,8,8,6,2.311,2,7,0.757248,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,790,0.0058445786,8.687500,0.575317,7.583333,12,0.250000,0,12,4,170,170,0,0,0,0,0,0,1.000000,10.625000,4,12,37,133,616.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s0_b0,6,9,9,7,1.32,0,0,0.000000,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s0_b1,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,74,0.0005474669,9.250000,0.487340,8.333333,12,0.250000,0,12,4,170,170,0,0,0,0,0,0,1.000000,10.625000,4,12,37,133,656.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s0_b1,6,9,9,7,1.32,0,1,0.757576,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,781,0.0057779948,8.812500,0.607033,7.750000,12,0.250000,0,12,4,1574,1574,0,0,0,0,0,0,1.000000,98.375000,4,12,420,1154,625.688,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s0_b0,6,9,9,7,1.542,0,0,0.000000,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,8.062500,0.451560,8.062500,11,0.000000,0,16,0,1574,1574,0,0,38,38,0,0,1.000000,100.750000,0,16,0,1612,572.438,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s0_b1,6,9,9,7,1.542,0,1,0.648508,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s0_b2,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,1807,0.0133685488,12.000000,0.000000,0.000000,12,1.000000,0,0,16,1574,1574,0,0,0,0,0,0,1.000000,98.375000,16,0,1574,0,852.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s0_b2,6,9,9,7,1.542,0,2,1.297017,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,583,0.0043131510,8.625000,0.569173,7.500000,12,0.250000,0,12,4,8115,8115,0,0,0,0,0,0,1.000000,507.187500,4,12,2053,6062,612.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s0_b0,6,9,9,7,1.821,0,0,0.000000,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.312500,0.361925,7.312500,10,0.000000,0,16,0,8115,8115,0,0,735,735,0,0,1.000000,553.125000,0,16,0,8850,519.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s0_b1,6,9,9,7,1.821,0,1,0.549149,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s0_b2,fixed,4.4,16,16,1.00000000,0.80639232,1.00000000,1775,0.0131318063,12.000000,0.000000,0.000000,12,1.000000,0,0,16,8115,8115,0,0,0,0,0,0,1.000000,507.187500,16,0,8115,0,852.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s0_b2,6,9,9,7,1.821,0,2,1.098298,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s0_b0,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,489,0.0036177202,8.500000,0.584523,7.692308,12,0.250000,0,13,3,15997,15997,0,0,153,153,0,0,1.000000,1009.375000,3,13,3047,13103,603.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s0_b0,6,9,9,7,2.012,0,0,0.000000,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.000000,0.329140,7.000000,10,0.000000,0,16,0,15997,15997,0,0,396,396,0,0,1.000000,1024.562500,0,16,0,16393,497.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s0_b1,6,9,9,7,2.012,0,1,0.497018,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s0_b2,fixed,4.4,16,15,0.93750000,0.71671262,0.98888066,1402,0.0103722775,11.937500,0.062500,11.000000,12,0.937500,0,1,15,15997,15997,0,0,0,0,0,0,1.000000,999.812500,15,1,15001,996,847.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s0_b2,6,9,9,7,2.012,0,2,0.994036,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s0_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,464,0.0034327652,8.500000,0.598609,7.333333,12,0.250000,0,12,4,31902,31902,0,0,1843,1843,0,0,1.000000,2109.062500,4,12,8034,25711,603.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s0_b0,6,9,9,7,2.311,0,0,0.000000,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s0_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.687500,0.312500,6.687500,9,0.000000,0,16,0,31902,31902,0,0,2019,2019,0,0,1.000000,2120.062500,0,16,0,33921,474.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s0_b1,6,9,9,7,2.311,0,1,0.432713,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s0_b2,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,411,0.0030406605,10.875000,0.363719,10.000000,12,0.500000,0,9,7,31902,31902,0,0,0,0,0,0,1.000000,1993.875000,7,9,13938,17964,772.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s0_b2,6,9,9,7,2.311,0,2,0.865426,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s1_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,790,0.0058445786,8.687500,0.575317,7.583333,12,0.250000,0,12,4,170,170,0,0,1163,1163,0,0,1.000000,83.312500,4,12,37,1296,616.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s1_b0,6,9,9,7,1.32,1,0,0.000000,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s1_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.562500,0.328744,6.562500,9,0.000000,0,16,0,170,170,0,0,10411,10411,467,467,1.000000,690.500000,0,16,0,11048,465.938,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s1_b1,6,9,9,7,1.32,1,1,0.378788,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s1_b2,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,74,0.0005474669,9.250000,0.487340,8.333333,12,0.250000,0,12,4,170,170,0,0,11901,11901,658,658,1.000000,795.562500,4,12,37,12692,656.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s1_b2,6,9,9,7,1.32,1,2,0.757576,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s1_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,781,0.0057779948,8.812500,0.607033,7.750000,12,0.250000,0,12,4,1574,1574,0,0,21780,21780,1220,1220,1.000000,1535.875000,4,12,420,24154,625.688,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s1_b0,6,9,9,7,1.542,1,0,0.000000,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s1_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.625000,0.301040,6.625000,9,0.000000,0,16,0,1574,1574,0,0,19916,19916,2122,2122,1.000000,1475.750000,0,16,0,23612,470.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s1_b1,6,9,9,7,1.542,1,1,0.324254,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s1_b2,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,8.062500,0.451560,8.062500,11,0.000000,0,16,0,1574,1574,0,0,27715,27715,6127,6127,1.000000,2213.500000,0,16,0,35416,572.438,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s1_b2,6,9,9,7,1.542,1,2,0.648508,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s1_b3,fixed,4.4,16,13,0.81250000,0.56991119,0.93408401,1287,0.0095214844,11.937500,0.062500,11.666667,12,0.937500,0,3,13,1574,1574,0,0,1,1,0,0,1.000000,98.437500,13,3,1287,288,847.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s1_b3,6,9,9,7,1.542,1,3,0.972763,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s1_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,583,0.0043131510,8.625000,0.569173,7.500000,12,0.250000,0,12,4,8115,8115,0,0,52321,52321,3083,3083,1.000000,3969.937500,4,12,2054,61465,612.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s1_b0,6,9,9,7,1.821,1,0,0.000000,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s1_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.687500,0.384261,6.687500,10,0.000000,0,16,0,8115,8115,0,1,47503,47503,7003,7003,1.000000,3913.875000,0,16,0,62622,474.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s1_b1,6,9,9,7,1.821,1,1,0.274574,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s1_b2,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.312500,0.361925,7.312500,10,0.000000,0,16,0,8115,8115,0,5,48835,48835,14798,14798,1.000000,4484.562500,0,16,0,71753,519.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s1_b2,6,9,9,7,1.821,1,2,0.549149,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s1_b3,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,250,0.0018495502,10.312500,0.405368,9.545455,12,0.375000,0,11,5,8115,8115,0,0,28930,28930,3928,3928,1.000000,2560.812500,4,12,2053,38920,732.188,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s1_b3,6,9,9,7,1.821,1,3,0.823723,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s1_b0,fixed,4.4,16,3,0.18750000,0.06591599,0.43008881,489,0.0036177202,8.500000,0.584523,7.692308,12,0.250000,0,13,3,15997,15997,0,2,69759,69759,16072,16072,1.000000,6364.375000,3,13,3047,98783,603.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s1_b0,6,9,9,7,2.012,1,0,0.000000,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s1_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.625000,0.363719,6.625000,9,0.000000,0,16,0,15997,15997,0,15,67926,67926,19234,19234,1.000000,6448.250000,0,16,0,103172,470.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s1_b1,6,9,9,7,2.012,1,1,0.248509,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s1_b2,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.000000,0.329140,7.000000,10,0.000000,0,16,0,15997,15997,0,5,75160,75160,18835,18835,1.000000,6874.812500,0,16,0,109997,497.000,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s1_b2,6,9,9,7,2.012,1,2,0.497018,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s1_b3,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,7,0.0000517874,9.125000,0.498957,8.714286,12,0.250000,0,14,2,15997,15997,0,82,65436,65436,35906,35906,1.000000,7338.812500,2,14,2085,115336,647.875,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s1_b3,6,9,9,7,2.012,1,3,0.745527,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.012_s1_b4,fixed,4.4,16,15,0.93750000,0.71671262,0.98888066,1402,0.0103722775,11.937500,0.062500,11.000000,12,0.937500,0,1,15,15997,15997,0,0,16,16,0,0,1.000000,1000.812500,15,1,15001,1012,847.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.012_s1_b4,6,9,9,7,2.012,1,4,0.994036,0.100048,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s1_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,464,0.0034327652,8.500000,0.598609,7.333333,12,0.250000,0,12,4,31902,31902,0,23,138550,138550,29215,29215,1.000000,12480.625000,4,12,9721,189969,603.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s1_b0,6,9,9,7,2.311,1,0,0.000000,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s1_b1,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.812500,0.420503,6.812500,11,0.000000,0,16,0,31902,31902,0,138,113740,113740,39488,39488,1.000000,11579.250000,0,16,0,185268,483.688,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s1_b1,6,9,9,7,2.311,1,1,0.216357,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s1_b2,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.687500,0.312500,6.687500,9,0.000000,0,16,0,31902,31902,0,16,86523,86523,21133,21133,1.000000,8723.375000,0,16,0,139574,474.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s1_b2,6,9,9,7,2.311,1,2,0.432713,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s1_b3,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.750000,0.370810,7.750000,10,0.000000,0,16,0,31902,31902,0,16,59678,59678,19057,19057,1.000000,6915.812500,0,16,0,110653,550.250,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s1_b3,6,9,9,7,2.311,1,3,0.649070,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g2.311_s1_b4,fixed,4.4,16,7,0.43750000,0.23098652,0.66821444,411,0.0030406605,10.875000,0.363719,10.000000,12,0.500000,0,9,7,31902,31902,0,0,15789,15789,72,72,1.000000,2985.187500,7,9,19431,28332,772.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g2.311_s1_b4,6,9,9,7,2.311,1,4,0.865426,0.199943,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s2_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,790,0.0058445786,8.687500,0.575317,7.583333,12,0.250000,0,12,4,170,170,0,16,253713,253713,38473,38473,1.000000,18273.250000,4,12,10384,281988,616.812,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s2_b0,6,9,9,7,1.32,2,0,0.000000,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s2_b1,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8263,0.0611313329,7.250000,0.559017,6.933333,12,0.062500,0,15,1,170,170,0,309,270745,270745,61728,61728,1.000000,20809.500000,1,15,122774,210178,514.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s2_b1,6,9,9,7,1.32,2,1,0.189394,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s2_b2,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.562500,0.328744,6.562500,9,0.000000,0,16,0,170,170,0,94,187851,187851,44072,44072,1.000000,14511.687500,0,16,0,232187,465.938,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s2_b2,6,9,9,7,1.32,2,2,0.378788,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s2_b3,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,7.250000,0.359398,7.250000,9,0.000000,0,16,0,170,170,0,137,185938,185938,45522,45522,1.000000,14485.437500,0,16,0,231767,514.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s2_b3,6,9,9,7,1.32,2,3,0.568182,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.32_s2_b4,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,74,0.0005474669,9.250000,0.487340,8.333333,12,0.250000,0,12,4,170,170,0,70,118936,118936,33849,33849,1.000000,9564.062500,4,12,8572,144453,656.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.32_s2_b4,6,9,9,7,1.32,2,4,0.757576,0.001000,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s2_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,781,0.0057779948,8.812500,0.607033,7.750000,12,0.250000,0,12,4,1574,1574,0,387,501235,501235,94796,94796,1.000000,37374.500000,4,12,48514,549478,625.688,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s2_b0,6,9,9,7,1.542,2,0,0.000000,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s2_b1,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8122,0.0600881866,7.250000,0.573730,6.933333,12,0.062500,0,15,1,1574,1574,0,393,431532,431532,80246,80246,1.000000,32109.062500,1,15,128173,385572,514.750,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s2_b1,6,9,9,7,1.542,2,1,0.162127,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s2_b2,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.625000,0.301040,6.625000,9,0.000000,0,16,0,1574,1574,0,195,376362,376362,77173,77173,1.000000,28456.500000,0,16,0,455304,470.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s2_b2,6,9,9,7,1.542,2,2,0.324254,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s2_b3,fixed,4.4,16,0,0.00000000,0.00000000,0.19360768,0,0.0000000000,6.875000,0.352077,6.875000,10,0.000000,0,16,0,1574,1574,0,89,334101,334101,63551,63551,1.000000,24957.187500,0,16,0,399315,488.125,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s2_b3,6,9,9,7,1.542,2,3,0.486381,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s2_b4,fixed,4.4,16,1,0.06250000,0.01111934,0.28328738,8034,0.0594371449,8.187500,0.501820,7.933333,12,0.062500,0,15,1,1574,1574,0,189,368274,368274,69340,69340,1.000000,27461.062500,1,15,118769,320608,581.312,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s2_b4,6,9,9,7,1.542,2,4,0.648508,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.542_s2_b5,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,235,0.0017385772,9.937500,0.432712,9.250000,12,0.312500,0,12,4,1574,1574,0,131,278639,278639,50632,50632,1.000000,20686.000000,4,12,19775,311201,705.562,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.542_s2_b5,6,9,9,7,1.542,2,5,0.810636,0.009968,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s2_b0,fixed,4.4,16,4,0.25000000,0.10182067,0.49498317,583,0.0043131510,8.625000,0.569173,7.500000,12,0.250000,0,12,4,8115,8115,0,1333,876700,876700,200547,200547,1.000000,67918.437500,4,12,160249,926446,612.375,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s2_b0,6,9,9,7,1.821,2,0,0.000000,0.050018,0-2-1-3,200,16,True,71
G_ch6_app9_q9_m7_g1.821_s2_b1,fixed,4.4,16,2,0.12500000,0.03497749,0.36022827,8129,0.0601399740,7.500000,0.562731,6.857143,12,0.125000,0,14,2,8115,8115,0,1163,761993,761993,171952,171952,1.000000,58951.437500,2,14,181584,761639,532.500,852,screening_4p4,BG1_first4_high_rate,G,G_ch6_app9_q9_m7_g1.821_s2_b1,6,9,9,7,1.821,2,1,0.137287,0.050018,0-2-1-3,200,16,True,71
